show_id,type,title,director,cast,country,date_added,month_added,year_added,release_year,rating,length,listed_in,description,seasons,titleId,averageRating,numVotes,cast_genders,cast_majority,cast_ratio,director_genders,director_majority
s1924,TV Show,The Unicorn,,"Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss",United States,"October 1, 2020",10,2020,2019,TV-14,,"TV Comedies, TV Dramas","A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.",1.0,tt0048035,4.9,30.0,"['male', 'male', 'female', 'male', 'female', 'female', 'female']",female,0.5714285714285714,,none
s1926,TV Show,You Cannot Hide,,"Blanca Soto, Eduardo Noriega, Iván Sánchez, Maribel Verdú, Samantha Siqueiros, Peter Vives, Patricia Guirado, Jorge Bosch, Pere Ponce, Juan Caballero, Jordi Planas",Mexico,"October 1, 2020",10,2020,2020,TV-MA,,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A nurse and her daughter flee her husband’s drug-trafficking past in Mexico and assume new identities in Spain, but still face danger in Madrid.",1.0,tt10367990,6.4,1124.0,"['female', 'male', 'male', 'female', 'female', 'male', 'female', 'male', 'male', 'male', 'male']",male,0.36363636363636365,,none
s1929,TV Show,Black Butler,,"Daisuke Ono, Maaya Sakamoto, Hiroki Touchi, Yuki Kaji, Emiri Kato, Koji Yusa, Shunji Fujimura, Yukari Tamura, Romi Park, Jun Fukuyama",Japan,"September 30, 2020",9,2020,2010,TV-MA,,"Anime Series, International TV Shows","In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",3.0,tt1316554,7.7,8002.0,"['male', 'female', 'male', 'unknown', 'female', 'male', 'male', 'female', 'female', 'male']",male,0.4,,none
s1930,TV Show,Man with a Plan,,"Matt LeBlanc, Liza Snyder, Grace Kaufman, Matthew McCann, Hala Finley, Matt Cook, Jessica Chaffin",United States,"September 30, 2020",9,2020,2020,TV-PG,,TV Comedies,"When his wife Andi returns to work, contractor Adam Burns becomes a stay-at-home dad and discovers that parenting is a tougher job than he realized.",4.0,tt0113758,7.8,135.0,"['male', 'female', 'female', 'male', 'female', 'male', 'female']",female,0.5714285714285714,,none
s1934,TV Show,Wentworth,,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson",Australia,"September 30, 2020",9,2020,2020,TV-MA,,"Crime TV Shows, TV Dramas",Bea Smith is locked up while awaiting trial for the alleged attempted murder of her husband and must learn how life works in prison.,8.0,tt0479208,8.9,28.0,"['female', 'female', 'female', 'female', 'female', 'male', 'male', 'female', 'female', 'female', 'female', 'female', 'male', 'male', 'female', 'female']",female,0.75,,none
s1948,TV Show,"Whose Vote Counts, Explained",,,United States,"September 28, 2020",9,2020,2020,TV-PG,,Docuseries,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",1.0,tt13005714,7.3,1163.0,,none,0.0,,none
s1949,TV Show,Van Helsing,,"Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee",United States,"September 27, 2020",9,2020,2019,TV-MA,,"International TV Shows, TV Action & Adventure, TV Dramas","After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",4.0,tt0338526,6.0,263630.0,"['male', 'male', 'male', 'male', 'male', 'male']",equal,0.0,,none
s1950,TV Show,The Good Place,,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,"September 26, 2020",9,2020,2020,TV-14,,TV Comedies,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",4.0,,,,"['female', 'male', 'male', 'female', 'female', 'male']",equal,0.5,,none
s1952,TV Show,A Perfect Crime,,,Germany,"September 25, 2020",9,2020,2020,TV-14,,"Crime TV Shows, Docuseries, International TV Shows","This docuseries investigates the 1991 killing of politician Detlev Rohwedder, an unsolved mystery at the heart of Germany's tumultuous reunification.",1.0,tt0012565,6.2,46.0,,none,0.0,,none
s1953,TV Show,Mighty Little Bheem,,,,"September 25, 2020",9,2020,2020,TV-Y,,"Kids' TV, TV Comedies",An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,3.0,tt10050752,6.4,253.0,,none,0.0,,none
s1955,TV Show,Sneakerheads,,"Allen Maldonado, Andrew Bachelor, Jearnest Corchado, Matthew Josten, Yaani King Mondschein, Justin Lee, Aja Evans",United States,"September 25, 2020",9,2020,2020,TV-MA,,TV Comedies,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,1.0,tt10151772,6.1,1378.0,"['male', 'male', 'female', 'male', 'female', 'male', 'female']",male,0.42857142857142855,,none
s1956,TV Show,The School Nurse Files,,"Jung Yu-mi, Nam Joo-hyuk",South Korea,"September 25, 2020",9,2020,2020,TV-MA,,"International TV Shows, TV Dramas, TV Mysteries","Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",1.0,tt12879522,6.4,1203.0,"['unknown', 'male']",equal,0.0,,none
s1959,TV Show,The Chef Show,,"Jon Favreau, Roy Choi",United States,"September 24, 2020",9,2020,2020,TV-MA,,Docuseries,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",4.0,tt10359446,8.2,5133.0,"['male', 'male']",equal,0.0,,none
s1962,TV Show,The Playbook,,,United States,"September 22, 2020",9,2020,2020,TV-MA,,Docuseries,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,1.0,tt0445894,8.1,29.0,,none,0.0,,none
s1974,TV Show,Fukrey Boyzzz,,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Viswanathan Sridhar, Manish Bhavan, Suvela Sharma, Surabhi Pandey, Zeel Thakkar",,"September 19, 2020",9,2020,2020,TV-Y,,"Kids' TV, TV Comedies","A troublemaking trio dreams big, plays hard and stirs up all sorts of classroom mischief in this animated spinoff of the popular Hindi film franchise.",1.0,tt13788916,7.2,12.0,"['male', 'female', 'female', 'male', 'male', 'male', 'unknown', 'male']",male,0.25,,none
s1979,TV Show,Ratched,,"Sarah Paulson, Finn Wittrock, Judy Davis, Sharon Stone, Cynthia Nixon, Jon Jon Briones, Charlie Carver",United States,"September 18, 2020",9,2020,2020,TV-MA,,"TV Dramas, TV Horror, TV Mysteries","In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",1.0,tt7423538,7.2,54449.0,"['female', 'male', 'female', 'female', 'female', 'male', 'male']",female,0.5714285714285714,,none
s1980,TV Show,The American Barbecue Showdown,,"Lyric Lewis, Rutledge Wood",United States,"September 18, 2020",9,2020,2020,TV-G,,Reality TV,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,1.0,tt12938472,7.1,1218.0,"['female', 'male']",equal,0.5,,none
s1981,TV Show,The Blacklist,,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",United States,"September 18, 2020",9,2020,2019,TV-14,,"Crime TV Shows, TV Dramas, TV Thrillers","After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",7.0,tt0006437,7.3,28.0,"['male', 'female', 'male', 'male', 'male', 'male', 'male', 'female']",male,0.25,,none
s1984,TV Show,Dragon's Dogma,,"Greg Chun, Erica Mendez, Cristina Vee, David Lodge, Yuichi Nakamura, Nana Mizuki, Miyuki Sawashiro, Yuko Sanpei, Suzuko Mimori, Takayuki Sugo",,"September 17, 2020",9,2020,2020,TV-MA,,"Anime Series, International TV Shows","Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.",1.0,tt10011298,6.3,3524.0,"['male', 'female', 'female', 'male', 'male', 'female', 'female', 'unknown', 'female', 'male']",female,0.5,,none
s1989,TV Show,The Last Word,,"Anke Engelke, Thorsten Merten, Nina Gummich, Johannes Zeiler, Juri Winkler, Gudrun Ritter, Aaron Hilmer, Claudia Geisler-Bading",Germany,"September 17, 2020",9,2020,2020,TV-MA,,"International TV Shows, TV Comedies, TV Dramas","Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",1.0,tt0012123,6.8,433.0,"['female', 'male', 'female', 'male', 'male', 'female', 'male', 'female']",equal,0.5,,none
s1990,TV Show,Baby,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",Italy,"September 16, 2020",9,2020,2020,TV-MA,,"International TV Shows, TV Dramas, Teen TV Shows","Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",3.0,tt0022648,6.6,25.0,"['female', 'female', 'male', 'unknown', 'male', 'male', 'female', 'female']",female,0.5,,none
s1991,TV Show,Challenger,,,United States,"September 16, 2020",9,2020,2020,TV-14,,"Docuseries, Science & Nature TV","Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",1.0,tt0036720,5.6,96.0,,none,0.0,,none
s1992,TV Show,Criminal: UK,,"Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain","September 16, 2020",9,2020,2020,TV-MA,,"British TV Shows, Crime TV Shows, International TV Shows","Within the walls of an interrogation room and with time running out, London investigators go after three suspects, each accused of a grievous crime.",2.0,tt9348692,7.6,18431.0,"['female', 'male', 'male', 'female', 'male', 'male', 'male', 'female', 'male', 'female', 'female']",male,0.45454545454545453,,none
s1994,TV Show,Signs,,"Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak",Poland,"September 16, 2020",9,2020,2020,TV-MA,,"Crime TV Shows, International TV Shows, TV Dramas","When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",2.0,tt0286106,6.8,359865.0,"['male', 'female', 'male', 'male', 'male', 'male', 'male', 'female', 'female', 'female']",male,0.4,,none
s1995,TV Show,Sing On!,,Tituss Burgess,United States,"September 16, 2020",9,2020,2020,TV-PG,,Reality TV,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.",1.0,tt12923734,6.4,404.0,['male'],equal,0.0,,none
s1999,TV Show,Call the Midwife,Philippa Lowthorpe,"Vanessa Redgrave, Bryony Hannah, Helen George, Jenny Agutter, Pam Ferris, Laura Main, Judy Parfitt, Cliff Parisi, Stephen McGann, Ben Caplan, Miranda Hart, Jessica Raine, Max Macmillan, Victoria Yeates, Jack Ashton, Emerald Fennell, Linda Bassett",United Kingdom,"September 15, 2020",9,2020,2020,TV-MA,,"British TV Shows, International TV Shows, TV Dramas",This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.,9.0,tt1983079,8.5,26181.0,"['female', 'female', 'female', 'female', 'female', 'female', 'female', 'male', 'male', 'male', 'female', 'female', 'male', 'female', 'male', 'female', 'female']",female,0.7058823529411765,['female'],female
s2003,TV Show,Taco Chronicles,,,United States,"September 15, 2020",9,2020,2020,TV-MA,,"Docuseries, International TV Shows, Reality TV","Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",2.0,tt10242848,7.8,834.0,,none,0.0,,none
s2007,TV Show,Buddi,,"Greta Jameson, Ralf Jameson, Clementine Laikin, Felix Laikin","United Kingdom, China","September 11, 2020",9,2020,2020,TV-Y,,"British TV Shows, Kids' TV","The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship.",2.0,tt11829340,7.1,59.0,"['female', 'male', 'female', 'male']",equal,0.5,,none
s2009,TV Show,Family Business,,"Jonathan Cohen, Gérard Darmon, Julia Piaton, Liliane Rovère, Olivier Rosemberg, Ali Marhyar, Lina El Arabi, Louise Coldefy, Enrico Macias, Valérie Damidot",France,"September 11, 2020",9,2020,2020,TV-MA,,"International TV Shows, TV Comedies, TV Dramas","After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",2.0,tt0065333,6.5,4100.0,"['male', 'male', 'female', 'female', 'male', 'male', 'female', 'female', 'male', 'female']",equal,0.5,,none
s2010,TV Show,Girlfriends,,"Tracee Ellis Ross, Golden Brooks, Persia White, Jill Marie Jones, Reginald C. Hayes",United States,"September 11, 2020",9,2020,2007,TV-14,,TV Comedies,"Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny.",8.0,tt0062728,6.9,3323.0,"['female', 'female', 'female', 'female', 'male']",female,0.8,,none
s2013,TV Show,The Barrier,,"Unax Ugalde, Olivia Molina, Eleonora Wexler, Abel Folk, Ángela Molina, Manu Fullola, Daniel Ibáñez, Laura Quirós, Nicolás Illoro, Belén Écija, Juan Blanco, Yaima Ramos",Spain,"September 11, 2020",9,2020,2020,TV-MA,,"International TV Shows, Spanish-Language TV Shows, TV Dramas",One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,1.0,tt0007684,6.2,18.0,"['male', 'female', 'female', 'male', 'female', 'male', 'male', 'female', 'male', 'female', 'male', 'female']",equal,0.5,,none
s2014,TV Show,The Duchess,,"Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher",United Kingdom,"September 11, 2020",9,2020,2020,TV-MA,,"British TV Shows, International TV Shows, TV Comedies","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",1.0,tt0028527,6.5,172.0,"['female', 'male', 'female', 'female', 'male', 'female', 'female']",female,0.7142857142857143,,none
s2022,TV Show,Greenleaf,,"Merle Dandridge, Kim Hawthorne, Desiree Ross, Lamman Rucker, Tye White, Lynn Whitfield, Deborah Joy Winans, Keith David, Lovie Simone, Gregory Alan Williams, Oprah Winfrey",United States,"September 10, 2020",9,2020,2020,TV-14,,TV Dramas,"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",5.0,tt4971144,7.3,5243.0,"['female', 'female', 'female', 'male', 'male', 'female', 'female', 'male', 'female', 'male', 'female']",female,0.6363636363636364,,none
s2023,TV Show,Julie and the Phantoms,Kenny Ortega,"Madison Reyes, Charlie Gillespie, Owen Patrick Joyner, Jeremy Shada, Jadah Marie, Sacha Carlson, Savannah Lee May, Cheyenne Jackson, Carlos Ponce, Booboo Stewart, Sonny Bustamante",United States,"September 10, 2020",9,2020,2020,TV-G,,"Kids' TV, TV Comedies","Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!",1.0,tt10183988,8.4,9809.0,"['female', 'male', 'male', 'male', 'female', 'male', 'female', 'female', 'male', 'male', 'male']",male,0.36363636363636365,['male'],male
s2033,TV Show,Get Organized with The Home Edit,,,United States,"September 9, 2020",9,2020,2020,TV-PG,,Reality TV,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",1.0,,,,,none,0.0,,none
s2034,TV Show,La Línea: Shadow of Narco,Pepe Mora,,Spain,"September 9, 2020",9,2020,2020,TV-MA,,"Crime TV Shows, Docuseries, International TV Shows","A stone's throw from Africa, the Spanish beach town of La Línea is a drug smuggling hot spot. But the police and mayor are determined to change that.",1.0,tt12875794,6.4,396.0,,none,0.0,['male'],male
s2038,TV Show,Record of Youth,,"Park Bo-gum, Park So-dam, Byeon Woo-seok, Ha Hee-ra, Shin Ae-ra, Han Jin-hee, Shin Dong-mi, Lee Chang-hoon, Kwon Soo-hyun, Cho Yu-jung, Park Su-young, Seo Sang-won, Lee Jae-won",South Korea,"September 8, 2020",9,2020,2020,TV-14,,"International TV Shows, Romantic TV Shows, TV Dramas",Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,1.0,tt12850322,7.2,2416.0,"['male', 'unknown', 'unknown', 'female', 'unknown', 'unknown', 'female', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'male']",none,0.15384615384615385,,none
s2041,TV Show,Transformers: Cyberverse,,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",,"September 7, 2020",9,2020,2020,TV-Y7,,Kids' TV,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,2.0,tt8891990,6.6,369.0,"['female', 'male', 'male', 'male', 'female', 'male']",male,0.3333333333333333,,none
s2043,TV Show,Cleverman,,"Hunter Page-Lochard, Rob Collins, Deborah Mailman, Ryan Corr, Stef Dawson, Iain Glen, Frances O'Connor, Tasma Walton, Tony Briggs","Australia, New Zealand, United States","September 5, 2020",9,2020,2017,TV-MA,,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers","In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans.",1.0,tt1520270,5.7,12.0,"['male', 'male', 'female', 'male', 'female', 'male', 'female', 'female', 'male']",male,0.4444444444444444,,none
s2045,TV Show,Away,,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir, Ato Essandoh, Ray Panthaki, Talitha Eliana Bateman",United States,"September 4, 2020",9,2020,2020,TV-14,,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,1.0,,,,"['female', 'male', 'female', 'male', 'male', 'male', 'female']",male,0.42857142857142855,,none
s2048,TV Show,Spirit Riding Free: Riding Academy,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby",United States,"September 4, 2020",9,2020,2020,TV-Y7,,Kids' TV,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.,2.0,tt11942070,7.3,104.0,"['female', 'female', 'female', 'female', 'male']",female,0.8,,none
s2054,TV Show,Young Wallander,,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",United Kingdom,"September 3, 2020",9,2020,2020,TV-MA,,"Crime TV Shows, International TV Shows, TV Dramas","An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",1.0,tt9359220,6.9,11398.0,"['male', 'male', 'female', 'female']",equal,0.5,,none
s2055,TV Show,Chef's Table: BBQ,,,United States,"September 2, 2020",9,2020,2020,TV-14,,"Docuseries, Reality TV","The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",1.0,tt12917170,7.8,1014.0,,none,0.0,,none
s2059,TV Show,The Witcher: A Look Inside the Episodes,,"Henry Cavill, Anya Chalotra, Freya Allan, Lauren Schmidt Hissrich, Eamon Farren, Mimi Ndiweni, MyAnna Buring, Joey Batey, Adam Levy, Jodhi May",,"September 2, 2020",9,2020,2020,TV-MA,,"Docuseries, TV Sci-Fi & Fantasy","With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of ""The Witcher.""",1.0,tt12748032,7.1,158.0,"['male', 'female', 'female', 'unknown', 'male', 'female', 'female', 'male', 'male', 'female']",female,0.5,,none
s2063,TV Show,Blue Exorcist,,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo",Japan,"September 1, 2020",9,2020,2017,TV-MA,,"Anime Series, International TV Shows","Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor.",2.0,tt1799631,7.5,13004.0,"['male', 'male', 'female', 'male', 'male', 'unknown', 'female', 'female', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male', 'female']",male,0.21739130434782608,,none
s2064,TV Show,Bookmarks,,Marley Dias,United States,"September 1, 2020",9,2020,2020,TV-Y,,Kids' TV,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.",1.0,tt12923664,5.2,164.0,['female'],equal,1.0,,none
s2065,TV Show,Borgen,,"Sidse Babett Knudsen, Birgitte Hjort Sørensen, Pilou Asbæk, Emil Poulsen, Freja Riemann, Søren Malling, Thomas Levin, Benedikte Hansen, Mikael Birkkjær, Anders Juul, Lisbeth Wulff, Kasper Lange, Lars Knutzon, Søren Spanning, Christoph Bastrup, Morten Kirkskov, Bjarne Henriksen, Peter Mygind, Ole Thestrup, Iben Dorner, Dar Salim, Jens Albinus, Christian Tafdrup, Alastair Mackenzie, Julie Agnete Vang, Kristian Halken, Ricard Lawrence, Marie Askehave, Rikke Lylloff, Mille Dinesen, Anne Sofie Espersen",Denmark,"September 1, 2020",9,2020,2012,TV-MA,,"International TV Shows, TV Dramas",A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.,3.0,tt0029995,7.1,2148.0,"['female', 'female', 'male', 'male', 'female', 'male', 'male', 'female', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'female', 'male', 'male', 'female', 'female', 'female', 'female']",male,0.3548387096774194,,none
s2067,TV Show,Erased,,"Tao Tsuchiya, Shinnosuke Mitsushima, Aoi Yuki, Chinatsu Akasaki, Yo Taichi, Akari Kito, Ayaka Nanase, Yukitoshi Kikuchi, Takahiro Mizushima, Minami Takayama, Mitsuru Miyamoto",Japan,"September 1, 2020",9,2020,2016,TV-14,,"Anime Series, International TV Shows, TV Thrillers","Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates.",1.0,tt0860468,6.0,39.0,"['female', 'male', 'female', 'female', 'unknown', 'female', 'female', 'male', 'male', 'female', 'male']",female,0.5454545454545454,,none
s2069,TV Show,Felipe Esparza: Bad Decisions,,Felipe Esparza,United States,"September 1, 2020",9,2020,2020,TV-MA,,"Stand-Up Comedy & Talk Shows, TV Comedies","Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",1.0,tt12875768,5.4,176.0,['male'],equal,0.0,,none
s2070,TV Show,H,,"Jamel Debbouze, Éric Judor, Ramzy Bedia, Catherine Benguigui, Sophie Mounicot, Jean-Luc Bideau",France,"September 1, 2020",9,2020,2002,TV-MA,,"International TV Shows, TV Comedies","At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision.",4.0,tt0128246,6.3,157.0,"['male', 'unknown', 'male', 'female', 'female', 'male']",male,0.3333333333333333,,none
s2071,TV Show,Heidi,,"Monique Hore, Sophia Morrison, Peter McAllum, Nicole Shostak, Jamie Croft, Beth Armstrong, Kate Fitzpatrick, Penny Cook, Charlotte Hamlyn, Tess Meyer","France, Australia, Germany","September 1, 2020",9,2020,2020,TV-Y7,,Kids' TV,A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.,1.0,tt0028988,7.2,4524.0,"['female', 'female', 'male', 'female', 'unknown', 'male', 'female', 'female', 'female', 'female']",female,0.7,,none
s2074,TV Show,"Sister, Sister",,"Tia Mowry-Hardrict, Jackée Harry, Tamera Mowry-Housley, Tim Reid, Marques Houston, RonReaco Lee, Deon Richmond",United States,"September 1, 2020",9,2020,1998,TV-PG,,"TV Comedies, Teen TV Shows","Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities.",6.0,tt0084688,7.9,188.0,"['female', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.42857142857142855,,none
s2079,TV Show,The Promised Neverland,,"Sumire Morohoshi, Maaya Uchida, Mariya Ise, Yuhko Kaida, Nao Fujita, Shinei Ueki, Lynn, Hiyori Kono, Shizuka Ishigami, Ai Kayano, Mari Hino, Yuko Mori, Ari Ozawa",Japan,"September 1, 2020",9,2020,2019,TV-14,,"Anime Series, International TV Shows, TV Thrillers","When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan.",1.0,tt11027510,5.3,660.0,"['female', 'female', 'female', 'unknown', 'female', 'male', 'unknown', 'female', 'female', 'female', 'female', 'female', 'female']",female,0.7692307692307693,,none
s2081,TV Show,Thomas and Friends,Greg Tiernan,"Michael Angelis, Ben Small, Keith Wickham, Kerry Shale",United Kingdom,"September 1, 2020",9,2020,2020,TV-Y,,"British TV Shows, Classic & Cult TV, Kids' TV","This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor.",2.0,,,,"['male', 'male', 'male', 'male']",equal,0.0,['male'],male
s2086,TV Show,I AM A KILLER: RELEASED,,,"United Kingdom, United States","August 28, 2020",8,2020,2020,TV-MA,,"British TV Shows, Crime TV Shows, Docuseries","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession.",1.0,,,,,none,0.0,,none
s2087,TV Show,Masaba Masaba,,"Masaba Gupta, Neena Gupta, Neil Bhoopalam, Rytasha Rathore, Smaran Sahu, Nayan Shukla, Pooja Bedi, Satyadeep Misra",India,"August 28, 2020",8,2020,2020,TV-MA,,"International TV Shows, TV Comedies, TV Dramas","Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.",1.0,tt10655506,6.7,1800.0,"['female', 'female', 'male', 'female', 'male', 'male', 'female', 'male']",equal,0.5,,none
s2090,TV Show,Aggretsuko,,"Kaolip, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Shingo Kato, Yuki Takahashi",Japan,"August 27, 2020",8,2020,2020,TV-14,,"Anime Series, International TV Shows","Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",3.0,tt7765890,8.2,1091.0,"['female', 'female', 'female', 'unknown', 'female', 'male', 'unknown']",female,0.5714285714285714,,none
