show_id,type,title,director,cast,country,date_added,month_added,year_added,release_year,rating,length,listed_in,description,titleId,averageRating,numVotes,cast_genders,cast_majority,cast_ratio,director_genders,director_majority
s976,Movie,Shadow and Bone - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Ben Barnes, Jessie Mei Li, Archie Renaux, Amita Suman, Freddy Carter, Kit Young",United States,"April 24, 2021",4,2021,2021,TV-14,33,"Action & Adventure, Comedies, Dramas","Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",,,,"['male', 'female', 'female', 'male', 'female', 'male', 'female', 'male', 'unknown']",male,0.4444444444444444,,none
s977,Movie,Among Family,Ozan Açıktan,"Engin Günaydın, Demet Evgar, Erdal Özyağcılar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Şevket Çoruh, Derya Karadaş, Devin Özgür Çınar",Turkey,"April 23, 2021",4,2021,2017,TV-14,127,"Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",tt7642818,7.7,23603.0,"['male', 'female', 'male', 'female', 'female', 'male', 'female', 'male', 'unknown', 'unknown']",male,0.4,['male'],male
s978,Movie,Dedemin Fisi,Meltem Bozoflu,"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak",Turkey,"April 23, 2021",4,2021,2016,TV-14,101,"Comedies, International Movies","When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",tt5191238,5.5,3623.0,"['male', 'male', 'male', 'male', 'female', 'unknown', 'female', 'female']",male,0.375,['female'],female
s979,Movie,Deliha,Hakan Algül,"Gupse Özay, Barış Arduç, Cihan Ercan",Turkey,"April 23, 2021",4,2021,2014,TV-MA,102,"Comedies, International Movies, Romantic Movies","Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",,,,"['unknown', 'male', 'male']",male,0.0,['male'],male
s980,Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Zerrin Sümer, Şinasi Yurtsever",Turkey,"April 23, 2021",4,2021,2013,TV-MA,102,"Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",tt3347976,7.0,22493.0,"['male', 'male', 'male', 'female', 'male', 'male', 'female', 'male']",male,0.25,"['male', 'male']",male
s981,Movie,Dügün Dernek 2: Sünnet,Selçuk Aydemir,"Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Şinasi Yurtsever, Erdal Tosun",Turkey,"April 23, 2021",4,2021,2015,TV-MA,107,"Comedies, International Movies",Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,tt5114588,6.3,10461.0,"['male', 'male', 'male', 'female', 'male', 'male', 'male', 'male']",male,0.125,['male'],male
s982,Movie,G.O.R.A,Ömer Faruk Sorak,"Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın",Turkey,"April 23, 2021",4,2021,2004,TV-MA,123,"Action & Adventure, Comedies, International Movies","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",,,,"['male', 'male', 'male', 'female', 'male', 'female', 'male', 'male', 'male', 'male']",male,0.2,['male'],male
s983,Movie,Hayat Öpücügü,Şenol Sönmez,"Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik",Turkey,"April 23, 2021",4,2021,2015,TV-14,98,"Comedies, Dramas, International Movies","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",tt5036442,5.9,1270.0,"['male', 'female', 'female', 'male', 'female', 'female', 'male', 'male']",equal,0.5,['male'],male
s984,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",Spain,"April 23, 2021",4,2021,2021,TV-MA,95,"Documentaries, International Movies, Music & Musicals","An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",tt14354838,7.5,669.0,"['male', 'male', 'male', 'male']",equal,0.0,['male'],male
s985,Movie,Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu",Turkey,"April 23, 2021",4,2021,2015,TV-MA,101,"Comedies, International Movies",The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,tt4974684,6.7,9069.0,"['male', 'female', 'male', 'male', 'male', 'unknown', 'male', 'male']",male,0.125,['male'],male
s986,Movie,Kocan Kadar Konus,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner",Turkey,"April 23, 2021",4,2021,2015,TV-MA,104,"Comedies, International Movies, Romantic Movies",A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,tt4450706,6.1,5105.0,"['female', 'male', 'female', 'female', 'female', 'female', 'female', 'male']",female,0.75,['male'],male
s987,Movie,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Nevra Serezli, Eda Ece",Turkey,"April 23, 2021",4,2021,2016,TV-14,104,"Comedies, International Movies, Romantic Movies","Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",tt4994718,5.7,3247.0,"['female', 'male', 'female', 'female', 'female']",female,0.8,['male'],male
s988,Movie,Legal Hash,Rindala Kodeih,"Tony Issa, Rita Harb, Fadee Andrawos, Majed Geagea, Hagob De Jerejian, Adnan Dirani, Khitam el Leham, Joelle Frenn, Stephanie Salem, Mabelle Soueid, Joseph Abboud",,"April 23, 2021",4,2021,2019,TV-MA,103,"Comedies, International Movies","After a failed heist leads to a stint behind bars, a group of men reenters society with a risky business plan that soon reveals their true colors.",,,,"['male', 'female', 'unknown', 'male', 'unknown', 'male', 'unknown', 'female', 'female', 'unknown', 'male']",male,0.2727272727272727,['unknown'],none
s990,Movie,My Travel Buddy,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Emre Kınay, Aslı Bekiroğlu, Eda Ece, Bahar Şahin, Muharrem Bayrak, Toygan Avanoğlu",Turkey,"April 23, 2021",4,2021,2017,TV-MA,111,"Comedies, International Movies","Days before Eid, a salesman fired from his job drives to Ayvalık to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",tt7535792,6.1,6787.0,"['male', 'male', 'male', 'female', 'female', 'female', 'male', 'unknown']",male,0.375,['unknown'],none
s991,Movie,Niyazi Gül Dörtnala,Hakan Algül,"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen",Turkey,"April 23, 2021",4,2021,2015,TV-MA,102,"Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",tt4505260,4.5,3220.0,"['male', 'female', 'female', 'male']",equal,0.5,['male'],male
s992,Movie,One Like It,Marwan Nabil,"Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib",Egypt,"April 23, 2021",4,2021,2020,TV-G,15,"Dramas, Independent Movies, International Movies",This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.,tt13865926,5.4,47.0,"['female', 'male', 'male', 'female', 'male']",male,0.4,['male'],male
s993,Movie,Perfume Imaginary Museum “Time Warp”,"MIKIKO, Daito Manabe",Perfume,,"April 23, 2021",4,2021,2020,TV-G,54,"International Movies, Music & Musicals","This visually stunning special performance was the highlight of Perfume’s ""P.O.P"" Festival — the J-pop trio’s 20th anniversary online celebration.",,,,['female'],equal,1.0,"['unknown', 'unknown']",none
s995,Movie,This Lady Called Life,Kayode Kasum,"Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu",Nigeria,"April 23, 2021",4,2021,2020,TV-14,120,"Dramas, International Movies, Romantic Movies","Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef.",tt12282600,6.8,65.0,"['female', 'male', 'male', 'female', 'male', 'female', 'female', 'male', 'male', 'female']",equal,0.5,['unknown'],none
s996,Movie,Vizontele,"Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş",Turkey,"April 23, 2021",4,2021,2001,TV-MA,106,"Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers.",tt0270053,8.0,36595.0,"['male', 'female', 'male', 'male', 'male', 'male', 'female', 'female', 'male', 'female']",male,0.4,"['male', 'male']",male
s997,Movie,HOMUNCULUS,Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino",Japan,"April 22, 2021",4,2021,2021,TV-MA,116,"Horror Movies, International Movies, Thrillers",Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.,,,,"['male', 'unknown', 'female', 'female', 'unknown']",none,0.4,['male'],male
s999,Movie,Searching For Sheela,,Ma Anand Sheela,India,"April 22, 2021",4,2021,2021,TV-14,58,"Documentaries, International Movies",Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune’s spokesperson returns to India after decades for an interview tour.,,,,['unknown'],equal,0.0,,none
s1000,Movie,Stowaway,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson","Germany, United States","April 22, 2021",4,2021,2021,TV-MA,116,"Dramas, International Movies, Thrillers",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,tt0023518,6.1,13.0,"['female', 'female', 'male', 'male']",equal,0.5,['male'],male
s1001,Movie,Wild Dog,Ahishor Solomon,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulakarni, Bilal Hussain, Ali Reza, Mayank Parakh",,"April 22, 2021",4,2021,2020,TV-MA,126,"Action & Adventure, International Movies",A brash but brilliant Indian intelligence agent leads a covert operation to nab the mastermind behind a series of attacks threatening national security.,,,,"['male', 'female', 'female', 'male', 'male', 'male', 'male']",male,0.2857142857142857,['unknown'],none
s1002,Movie,Oloibiri,Curtis Graham,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States","April 21, 2021",4,2021,2015,TV-14,86,"Dramas, International Movies, Thrillers","After drilling depletes a small village, a corporation finds more oil in the region, igniting tensions among the community.",tt4452274,5.1,186.0,"['male', 'male', 'male', 'female', 'male', 'female', 'male', 'male']",male,0.25,['male'],male
s1003,Movie,Tell Me When,Gerardo Gatica,"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida",Mexico,"April 21, 2021",4,2021,2021,TV-MA,97,"Comedies, International Movies",Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,tt10648198,5.7,1014.0,"['male', 'female', 'female', 'male', 'male', 'female', 'male', 'male']",male,0.375,['male'],male
s1006,Movie,Keymon and Nani in Space Adventure,,,,"April 20, 2021",4,2021,2013,TV-Y,76,"Children & Family Movies, Comedies","For Rohan and his magical pal, Keymon, a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!",,,,,none,0.0,,none
s1007,Movie,Motu Patlu Dino Invasion,Suhas Kadav,"Sourav Chakraborty, Mayur Vyas, Anil Datt",,"April 20, 2021",4,2021,2018,TV-Y7,80,"Children & Family Movies, Comedies","A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!",,,,"['male', 'male', 'male']",equal,0.0,['unknown'],none
s1008,Movie,Motu Patlu in Octupus World,Suhas Kadav,"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey",,"April 20, 2021",4,2021,2017,TV-Y,81,"Children & Family Movies, Comedies","While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen.",,,,"['male', 'male', 'male', 'male', 'male', 'male']",equal,0.0,['unknown'],none
s1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt",,"April 20, 2021",4,2021,2019,TV-Y,84,Children & Family Movies,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!",,,,"['male', 'male']",equal,0.0,['unknown'],none
s1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal",,"April 20, 2021",4,2021,2020,TV-Y7,87,Children & Family Movies,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?",,,,"['male', 'male', 'male', 'male', 'unknown', 'male', 'male', 'female', 'male', 'male']",male,0.1,"['unknown', 'male']",equal
s1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik",,"April 20, 2021",4,2021,2019,TV-Y7,91,Children & Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him.",,,,"['male', 'male', 'male', 'unknown', 'female', 'male', 'male']",male,0.14285714285714285,,none
s1012,Movie,Free to Play,,,United States,"April 19, 2021",4,2021,2014,TV-14,76,Documentaries,This documentary follows three professional video game players as they compete in an international tournament with a million-dollar prize.,tt3203290,7.6,13351.0,,none,0.0,,none
s1014,Movie,Miss Sloane,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Raoul Bhaneja, John Lithgow, Sam Waterston, Chuck Shamata, Jake Lacy, Alison Pill, David Wilson Barnes","France, United States, United Kingdom, Canada","April 19, 2021",4,2021,2016,R,132,Thrillers,A tenacious Capitol Hill lobbyist with a well-earned reputation for winning takes on the most challenging battle of her career.,tt4540710,7.5,74321.0,"['female', 'male', 'female', 'male', 'male', 'male', 'male', 'male', 'male', 'female', 'male']",male,0.2727272727272727,['male'],male
s1016,Movie,American Me,Edward James Olmos,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",United States,"April 17, 2021",4,2021,1992,R,126,Dramas,Three friends born in poverty create their own capitalist dream as powerful gang members. Time in prison makes one of them consider a fresh beginning.,tt0103671,7.1,9479.0,"['male', 'male', 'male', 'male', 'female', 'male', 'male', 'male', 'male', 'male']",male,0.1,['male'],male
s1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,"April 17, 2021",4,2021,2011,TV-MA,101,"Action & Adventure, Comedies, International Movies","Three flatmates get involved in the shady business belonging to one roomie's fiancé, and discover that a global crime syndicate is gunning for them.",tt1316501,8.6,13.0,"['male', 'male', 'male', 'female', 'female', 'male', 'male', 'male']",male,0.25,['unknown'],none
s1018,Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,"Aamir Khan, Monica Dogra, Kriti Malhotra, Prateik Babbar, Aasha Pawar, Jyoti Pawar, Norma Lobo, Kitu Gidwani, Danish Husain, Jehan Manekshaw",India,"April 17, 2021",4,2021,2010,TV-MA,102,"Dramas, International Movies","In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships.",tt1433810,7.0,13177.0,"['male', 'female', 'female', 'male', 'female', 'female', 'female', 'female', 'male', 'male']",female,0.6,['unknown'],none
s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,"April 17, 2021",4,2021,2008,TV-14,147,"Comedies, International Movies, Music & Musicals",Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,tt0473367,7.4,26935.0,"['male', 'female', 'female', 'male', 'male', 'female', 'male', 'male']",male,0.375,['male'],male
s1020,Movie,Lagaan,Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia","India, United Kingdom","April 17, 2021",4,2021,2001,PG,224,"Dramas, International Movies, Music & Musicals","In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",tt0169102,8.1,112984.0,"['male', 'female', 'female', 'male', 'male', 'unknown', 'male', 'unknown', 'male', 'male']",male,0.2,['male'],male
s1021,Movie,Madness in the Desert,Satyajit Bhatkal,"Aamir Khan, Ashutosh Gowariker",India,"April 17, 2021",4,2021,2004,TV-14,141,"Documentaries, International Movies","The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",tt0417528,8.4,380.0,"['male', 'male']",equal,0.0,['unknown'],none
s1022,Movie,Peepli Live,"Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash",India,"April 17, 2021",4,2021,2010,TV-MA,109,"Comedies, Dramas, Independent Movies",Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,tt1447508,7.4,12317.0,"['unknown', 'unknown', 'female', 'male', 'unknown', 'male', 'female', 'female', 'male', 'male']",male,0.3,"['unknown', 'male']",equal
s1023,Movie,Taare Zameen Par,Aamir Khan,"Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina",India,"April 17, 2021",4,2021,2007,PG,162,"Dramas, International Movies","When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",tt0986264,8.3,190534.0,"['male', 'male', 'male', 'female', 'unknown', 'female', 'male']",male,0.2857142857142857,['male'],male
s1024,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",India,"April 16, 2021",4,2021,2021,TV-MA,142,"Dramas, Independent Movies, International Movies",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,tt14091818,6.7,5764.0,"['female', 'male', 'unknown', 'unknown', 'unknown', 'female', 'female', 'female', 'female', 'male', 'male']",female,0.45454545454545453,"['unknown', 'unknown', 'unknown', 'unknown']",none
s1025,Movie,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",United States,"April 16, 2021",4,2021,2021,TV-Y7,93,"Children & Family Movies, Comedies, Music & Musicals","To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",tt13454122,6.4,1111.0,"['male', 'female', 'male', 'male', 'male', 'female', 'female', 'male', 'female', 'female']",equal,0.5,['unknown'],none
s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,"April 16, 2021",4,2021,2021,TV-Y,60,Children & Family Movies,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",tt14317062,5.2,215.0,"['female', 'female', 'female', 'female', 'female', 'male', 'male', 'female', 'female', 'male']",female,0.7,['unknown'],none
s1028,Movie,Crimson Peak,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico","April 16, 2021",4,2021,2015,R,119,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy","After marrying a mysterious British aristocrat, a young heiress moves into his crumbling, creepy ancestral home and finds it conceals sinister secrets.",tt2554274,6.5,146622.0,"['female', 'female', 'male', 'male', 'male', 'male', 'unknown', 'male', 'male', 'male']",male,0.2,['male'],male
s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Corinne Foxx",,"April 16, 2021",4,2021,2021,TV-14,37,Comedies,"Jamie Foxx, David Alan Grier and more from the cast of the family comedy discuss the show, humiliating family moments, bad BBQ dishes and sitcom openings.",,,,"['male', 'female', 'female', 'male', 'male', 'female', 'female', 'male', 'female']",female,0.5555555555555556,,none
s1030,Movie,Doctor Bello,Tony Abulu,"Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman",United States,"April 16, 2021",4,2021,2013,TV-MA,96,"Dramas, International Movies",A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.,tt2723358,4.9,54.0,"['male', 'female', 'male', 'female', 'female', 'male', 'female', 'male', 'male']",male,0.4444444444444444,['male'],male
s1031,Movie,Four Sisters Before the Wedding,Mae Czarina Cruz,"Alexa Ilacad, Charlie Dizon, Gillian Vicencio, Belle Mariano, Dominic Ochoa, Carmina Villaroel, Irma Adlawan, Kakai Bautista, Cai Cortez, Jameson Blake, Joao Constancia, Jeremiah Lisbo, Clarence Delgado, Pinky Amador, Minnie Aguilar, Gigi De Lana, Toni Gonzaga, Bea Alonzo, Angel Locsin, Shaina Magdayao, Enchong Dee",Philippines,"April 16, 2021",4,2021,2020,TV-MA,116,"Children & Family Movies, Comedies, Dramas","When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary.",tt11867144,6.2,188.0,"['female', 'female', 'female', 'female', 'male', 'female', 'female', 'female', 'female', 'male', 'male', 'male', 'male', 'female', 'female', 'female', 'female', 'female', 'female', 'female', 'male']",female,0.7142857142857143,['female'],female
s1032,Movie,Into the Beat,Stefan Westerwelle,"Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers",Germany,"April 16, 2021",4,2021,2020,TV-14,102,"Dramas, International Movies, Romantic Movies",A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?,tt10662234,5.3,1354.0,"['female', 'male', 'male', 'female', 'male', 'male', 'female', 'female', 'female', 'male']",equal,0.5,['male'],male
s1034,Movie,Rush,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States","April 16, 2021",4,2021,2013,R,123,"Action & Adventure, Dramas, International Movies","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",tt0071046,8.5,77.0,"['male', 'male', 'female', 'female', 'male', 'male', 'female', 'male', 'male', 'male']",male,0.3,['male'],male
s1035,Movie,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",United States,"April 16, 2021",4,2021,2020,R,102,Thrillers,Two paramedics begin to question their realities after coming across several bizarre deaths linked to a new narcotic with mind-bending effects.,,,,"['male', 'male', 'female', 'female', 'male', 'male']",male,0.3333333333333333,"['male', 'male']",male
s1036,Movie,The Zookeeper's Wife,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States","April 16, 2021",4,2021,2017,PG-13,127,Dramas,"When the Nazis invade Poland, Warsaw Zoo caretakers work with the underground resistance to save Jews from the horrors of the Third Reich.",tt1730768,7.0,43226.0,"['female', 'male', 'male', 'male', 'female', 'male', 'female', 'male', 'male', 'male']",male,0.3,['female'],female
s1037,Movie,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,"April 16, 2021",4,2021,2017,TV-14,88,"Action & Adventure, Sci-Fi & Fantasy","While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",tt0058659,5.1,2554.0,"['male', 'female', 'female', 'male', 'female', 'male', 'male', 'male', 'unknown', 'male']",male,0.3,"['male', 'male']",male
s1038,Movie,Tuesdays & Fridays,Taranveer Singh,"Anmol Thakeria Dhillon, Jhataleka, Niki Walia, Kamini Khanna, Zoa Morani, Nayan Shukla, Eklavyey Kashyap, Reem Shaikh",India,"April 16, 2021",4,2021,2021,TV-14,106,"Comedies, Dramas, International Movies","To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",,,,"['unknown', 'unknown', 'female', 'female', 'female', 'male', 'unknown', 'female']",female,0.5,['unknown'],none
s1040,Movie,Dark City Beneath the Beat,TT The Artist,"Uneek, Mighty Mark, Tsu Terry, TT The Artist",United States,"April 15, 2021",4,2021,2020,TV-MA,65,"Documentaries, Music & Musicals","In this documentary, TT the Artist captures the irrepressible bounce and infectious beats of a Baltimore club scene that demands to be seen and heard.",tt11916314,6.6,143.0,"['male', 'unknown', 'unknown', 'female']",none,0.25,['unknown'],none
